Geneid	featureCounts on dataset 196: Counts	featureCounts on dataset 190: Counts	featureCounts on dataset 184: Counts	featureCounts on dataset 178: Counts	featureCounts on dataset 172: Counts	featureCounts on dataset 166: Counts	featureCounts on dataset 160: Counts	featureCounts on dataset 154: Counts	featureCounts on dataset 148: Counts
66251	42	57	33	28	56	72	104	40	61
66253	16	39	11	11	9	9	21	16	40
66254	38	50	13	14	20	31	21	23	26
66255	0	0	0	0	0	0	0	2	0
66256	644	792	568	427	517	462	571	488	438
66257	5	2	11	9	40	15	19	17	14
66258	202	296	146	120	187	151	162	166	151
66259	177	200	158	205	250	384	252	331	324
66260	0	0	0	0	0	1	0	0	2
66261	0	0	0	0	0	0	0	0	0
66262	52	114	35	21	30	32	47	29	39
66263	7	3	3	11	12	16	14	11	11
66264	101	137	146	125	167	222	201	181	218
66266	59	81	47	43	55	67	60	65	66
66268	75	135	119	95	123	97	85	91	119
66269	0	5	0	0	0	0	0	0	1
66270	282	325	294	328	795	414	593	573	619
66271	82	119	64	52	123	79	136	83	99
66272	118	161	95	58	106	98	123	71	95
66273	33	38	18	30	35	43	38	34	59
66274	23	22	21	32	45	42	38	35	24
66276	146	128	82	115	156	185	159	152	143
66277	2	3	3	1	5	2	1	3	1
66278	80	185	94	52	84	72	62	73	75
66279	24	22	18	11	29	15	25	17	15
66282	17	30	9	2	9	3	7	6	7
66283	0	0	0	0	0	0	0	0	0
66284	0	0	0	0	0	0	0	0	0
66286	319	459	319	488	840	764	845	775	670
66289	0	0	2	0	0	0	0	0	0
66290	278	488	331	135	279	248	241	210	325
66291	21	21	18	33	38	37	26	45	43
66292	89	95	97	130	119	81	89	146	148
66293	206	367	161	51	93	78	85	84	113
66294	63	42	54	114	196	150	161	104	172
66296	14	19	9	6	9	7	10	8	18
66297	0	0	0	0	0	0	0	0	0
66298	0	1	0	0	0	0	0	15	0
66300	288	567	257	129	234	172	189	143	234
66302	45	58	77	74	92	59	60	72	64
66306	31	69	32	39	56	48	88	51	61
66307	45	84	43	42	62	54	80	86	58
66308	18	24	27	39	62	42	79	60	58
66309	168	255	130	89	88	101	82	78	75
66310	35	74	36	30	57	82	47	49	74
66311	15	22	8	5	8	10	5	14	14
66313	307	420	209	144	332	180	258	225	345
66314	191	261	156	106	135	205	191	149	156
66315	27	23	26	29	75	33	41	49	50
66317	64	76	52	31	77	91	97	61	59
66320	400	423	412	345	584	546	443	391	528
66322	0	0	0	0	0	0	0	0	0
66323	0	0	0	0	0	0	0	0	0
66326	0	0	0	0	0	0	0	0	0
66328	0	0	0	0	0	0	0	0	0
66329	83	95	135	418	690	609	473	490	619
66330	2	7	4	0	1	1	0	0	7
66332	0	0	0	0	0	0	0	0	0
66333	0	1	0	0	0	3	1	2	3
66335	251	328	263	322	521	477	341	478	468
66336	2	0	0	5	6	6	0	2	3
66337	1	1	2	0	2	1	1	0	0
66338	0	0	0	0	0	0	0	0	0
66340	86	95	96	105	98	36	76	97	94
66341	4	7	6	1	2	0	1	2	2
66343	30	61	17	26	41	47	29	44	30
66344	0	0	0	0	0	0	0	0	0
66346	0	0	0	0	0	0	0	0	0
66349	95	135	123	95	137	158	126	113	122
66350	90	119	56	48	43	81	77	55	43
66352	18	50	33	27	31	19	33	28	21
66353	8	22	1	1	8	8	1	7	8
66354	335	547	309	260	329	251	293	327	328
66355	44	74	88	108	96	103	89	110	82
66356	177	258	200	150	231	179	168	184	179
66357	217	221	186	219	373	339	332	318	284
66358	30	76	30	31	58	62	42	47	39
66359	143	139	91	122	123	118	122	134	133
66361	5	3	9	10	5	15	12	6	5
66362	82	159	52	46	73	83	68	66	80
66364	27	28	24	48	77	56	53	93	62
66365	24	30	28	33	60	69	39	37	56
66366	305	319	212	324	336	415	264	411	485
66367	35	69	39	28	45	74	36	27	31
66368	163	274	140	97	103	109	147	129	131
66369	45	51	46	48	59	65	55	38	43
66371	0	0	0	0	0	0	0	0	0
66373	2	2	3	2	1	3	1	2	3
66374	175	307	135	84	166	111	138	103	174
66375	144	154	156	150	229	216	257	219	220
66377	150	146	93	120	117	123	121	137	97
66379	171	230	125	169	371	281	335	235	286
66380	0	0	0	0	0	0	0	0	0
66381	60	72	52	30	77	74	58	46	88
66383	108	131	92	109	97	73	57	131	130
66384	229	270	158	129	185	151	183	176	150
66385	102	145	111	72	110	128	103	93	135
66387	45	71	32	39	80	45	28	31	72
66388	29	38	21	13	34	19	9	25	17
66390	147	343	114	118	168	186	136	139	160
66391	42	32	50	13	13	20	26	16	53
66392	0	0	0	0	0	0	0	0	0
66394	219	224	278	165	237	206	172	224	213
66395	0	6	0	2	0	0	0	0	2
66396	104	118	128	114	103	98	83	123	106
66397	242	281	214	141	235	260	169	205	223
66398	128	145	79	103	144	114	127	112	133
66399	42	47	30	25	21	56	45	30	41
66400	51	43	64	76	89	85	66	55	79
66401	15	15	9	12	30	37	32	25	13
66402	0	0	0	0	0	0	0	0	0
66403	58	66	51	69	66	49	40	53	72
66404	397	660	374	215	305	288	254	309	311
66405	44	65	41	21	38	51	33	45	43
66406	114	150	88	61	62	107	133	77	96
66407	116	164	109	228	292	241	249	206	310
66408	47	95	56	25	40	36	36	65	58
66409	349	536	205	116	121	164	251	157	152
66410	94	176	68	61	84	77	95	68	63
66411	373	486	275	309	389	367	373	325	366
66412	80	146	95	36	65	49	79	75	62
66413	329	440	178	131	159	275	217	178	187
66414	149	160	110	73	73	131	110	136	84
66416	396	391	318	421	413	351	350	399	477
66419	125	219	89	80	89	124	107	94	102
66420	244	252	276	265	232	270	229	307	301
66421	104	164	79	54	95	126	109	106	71
66422	147	138	185	252	271	250	150	231	284
66423	27	36	22	28	51	102	51	33	58
66425	7	4	2	0	2	2	1	2	1
66427	128	289	71	73	122	140	153	113	86
66431	36	46	28	28	124	50	48	46	88
66432	59	93	36	52	32	63	38	50	35
66433	55	106	82	74	83	87	95	82	106
66435	12	15	1	7	7	2	1	1	4
66437	264	255	254	217	254	238	203	197	330
66438	0	0	0	0	0	0	0	0	0
66439	91	92	103	97	94	100	82	96	115
66440	20	12	19	9	13	5	14	23	16
66441	67	66	62	15	17	32	16	28	22
66442	11	2	0	8	8	9	3	7	21
66443	0	2	1	2	0	3	0	3	13
66445	536	749	413	322	438	514	533	407	461
66446	48	73	36	40	56	71	57	45	49
66447	5	9	17	14	26	30	32	23	17
66448	227	301	186	148	171	221	206	216	211
66449	156	213	105	76	165	141	110	108	156
66451	0	0	0	0	0	0	0	0	0
66454	14	22	11	7	6	14	18	16	17
66455	46	42	28	67	87	73	80	78	52
66456	3	8	8	4	9	1	6	3	4
66457	5	9	7	9	18	13	19	1	21
66459	27	33	19	15	29	30	14	23	32
66460	351	517	344	352	438	396	397	350	520
664608	0	0	0	0	0	0	0	0	0
664609	0	0	0	0	0	0	0	0	0
66461	311	491	281	128	213	286	227	197	284
664610	0	0	0	0	0	0	0	0	0
664619	0	0	0	0	0	0	0	0	0
66462	361	465	329	301	339	187	238	374	346
66464	45	75	40	52	41	79	90	53	58
66467	159	149	118	103	98	92	133	111	98
66468	0	1	0	13	2	14	0	5	1
66469	47	33	41	119	130	143	137	88	163
664702	23	21	23	32	61	31	28	26	56
66471	177	240	106	65	71	79	71	101	72
66473	0	0	0	0	0	0	0	0	0
66475	1828	1969	1396	994	1209	793	1028	1194	1324
66477	167	154	101	109	101	86	88	139	119
664779	0	0	0	0	0	0	0	0	0
664787	0	0	0	0	0	0	0	0	0
66479	0	0	0	0	0	0	0	0	0
664791	0	0	0	0	0	0	0	0	0
664793	0	0	0	0	0	0	0	0	0
664799	0	0	0	0	0	0	0	0	0
66480	84	68	77	63	81	67	47	85	78
664804	0	0	0	0	0	0	0	0	0
664805	0	0	0	0	0	0	0	0	0
66481	3633	3700	3572	3040	4298	2685	3429	3557	4561
66482	97	182	100	39	76	86	65	60	66
664821	0	0	0	0	0	0	0	0	0
664829	0	0	0	0	0	0	0	0	0
66483	212	234	166	179	160	153	167	186	163
664831	0	0	0	0	0	0	0	0	0
664837	0	0	0	0	0	0	0	0	0
664844	0	0	0	0	0	0	0	0	0
664849	2	6	2	1	9	6	3	2	6
664861	0	0	0	0	0	0	0	0	0
664862	38	89	72	81	69	88	64	103	96
66487	90	99	116	74	112	74	118	98	95
664876	0	0	0	0	0	0	0	0	0
664877	0	0	0	0	0	0	0	0	0
66488	22	34	13	18	18	11	13	22	14
664883	13	30	26	36	63	40	58	39	68
66489	2134	2363	2165	1416	2299	1326	1667	1669	2292
664890	0	0	0	0	0	0	0	0	0
664894	10	7	5	2	13	4	7	5	6
664903	1	4	3	2	0	1	7	3	3
66491	152	92	84	73	54	49	55	86	53
66492	138	123	103	81	123	96	80	100	106
664923	0	0	0	0	0	0	0	0	0
664924	0	0	0	0	0	0	0	0	0
66493	87	79	64	47	120	84	93	93	97
66494	296	293	277	221	301	439	300	280	347
664944	0	0	0	0	0	0	0	0	0
66495	114	138	101	135	179	135	175	173	212
66496	29	69	67	53	106	67	83	73	87
664968	13	8	3	16	27	16	16	8	14
664969	3	3	0	0	1	2	1	2	0
66497	12	19	20	8	9	14	16	9	6
66498	274	368	183	173	160	212	219	179	189
664987	0	0	0	0	0	0	1	0	0
664989	0	0	0	0	0	0	0	0	0
664994	20	21	5	12	38	31	19	19	32
66500	131	223	102	138	200	178	136	110	157
665001	0	0	0	0	0	0	0	0	0
665004	0	0	0	0	0	0	0	0	0
665005	0	0	0	0	0	0	0	0	0
66501	0	0	0	0	0	0	0	0	0
665029	3	5	2	1	3	1	1	1	3
66503	1	14	3	1	1	6	3	3	1
665033	0	0	0	0	0	0	0	0	0
665037	0	0	0	0	0	0	0	0	0
66505	118	183	100	144	226	195	193	193	237
665055	0	0	0	2	1	3	1	1	0
66506	99	198	118	52	108	117	160	98	103
66508	243	349	238	253	358	536	404	388	493
665095	0	0	0	0	0	0	0	0	0
665097	0	0	0	0	0	0	0	0	0
66510	150	205	176	173	261	249	287	194	267
66511	256	382	194	163	251	204	191	192	249
665113	0	5	0	0	0	0	0	0	3
665119	0	0	0	0	0	0	0	0	0
66513	54	75	100	66	106	92	63	73	74
665137	1	2	0	2	1	2	3	3	5
66514	15	27	13	3	12	19	16	9	12
66515	30	45	20	21	40	41	38	30	27
665150	0	0	0	0	0	0	0	0	0
665155	1	0	2	1	0	0	2	2	4
665162	0	0	0	0	0	0	0	0	0
665174	0	0	0	0	0	0	0	0	0
665180	8	5	1	2	1	2	0	4	7
665181	1	5	10	6	3	5	5	9	5
665186	0	0	0	0	0	0	0	0	0
665194	0	0	0	0	0	0	0	0	0
66520	131	142	109	83	111	96	117	96	101
665205	0	0	0	0	0	0	0	0	0
66521	32	37	28	15	20	13	18	23	28
665210	0	0	0	0	0	0	0	0	0
665211	4	9	0	10	4	2	1	6	2
66522	40	44	38	19	46	54	25	45	79
665227	0	0	0	0	0	0	0	0	0
66523	14	16	20	43	16	40	28	24	29
665234	0	0	0	0	0	0	0	0	0
665239	0	0	0	0	0	0	0	0	0
66525	195	250	136	121	88	82	106	118	97
665255	0	0	0	0	0	0	0	0	0
66526	87	160	92	89	128	150	135	100	140
665268	0	0	0	0	0	0	0	1	0
665270	0	0	0	0	0	0	0	0	0
665271	0	0	0	0	0	0	0	0	0
665276	0	0	0	0	0	0	0	0	0
66528	0	1	0	0	0	0	0	1	0
665290	0	0	0	0	0	0	0	0	0
66530	232	285	215	124	188	218	177	161	215
665301	0	0	0	0	0	0	0	0	0
665306	4	25	8	2	3	2	0	2	4
66531	17	19	38	50	67	58	49	96	85
66532	0	3	0	0	0	2	1	0	1
66533	0	0	0	0	0	0	0	0	0
665330	3	4	2	4	5	2	3	4	7
665333	0	0	0	0	0	0	0	0	0
665338	0	0	0	0	0	0	0	0	0
665343	0	0	0	0	1	0	0	2	2
66536	100	156	78	63	59	98	65	76	62
66537	545	530	429	484	484	667	521	562	575
665376	0	0	0	0	0	0	0	0	0
665378	0	0	0	0	0	0	0	0	0
66538	71	96	50	57	65	74	98	62	64
665386	0	0	0	0	0	0	0	0	0
665389	0	0	0	0	0	0	0	0	0
66540	27	48	19	28	38	27	26	32	42
665402	0	2	0	0	0	0	0	0	0
66541	37	33	22	32	30	20	35	17	31
665413	0	0	0	0	0	0	0	0	0
665433	4	1	3	8	7	5	10	10	4
665434	0	0	0	0	0	0	0	0	0
665463	0	0	0	0	0	0	0	0	0
66548	2	1	0	0	0	0	0	0	0
66549	92	167	82	50	91	61	59	79	77
665503	0	0	0	0	0	0	0	0	0
66552	759	1130	396	903	885	797	925	1054	921
665521	0	0	0	0	0	0	0	0	0
665522	0	1	0	0	0	0	0	0	0
665525	0	0	0	0	0	0	0	0	0
665551	0	0	0	0	0	0	0	0	0
665556	0	0	1	1	1	1	1	0	1
66556	555	745	500	374	501	451	431	461	578
665562	1	1	0	1	0	0	2	1	3
665563	4	1	1	0	1	1	3	4	2
66557	0	0	0	0	0	0	0	0	0
665574	6	11	6	11	19	28	21	7	22
665578	0	0	0	0	0	0	0	0	0
665579	1	0	0	0	0	1	0	0	0
66559	223	251	170	167	210	238	213	243	252
665596	1	0	0	0	0	0	0	0	0
66561	0	0	0	0	0	0	0	0	0
665610	119	174	166	83	91	70	84	114	178
665611	0	0	0	0	0	0	0	0	0
665615	0	0	0	0	0	0	0	0	0
665622	0	0	0	0	0	0	0	0	0
665635	0	2	3	0	0	2	2	3	0
665649	15	19	8	11	17	4	3	11	8
665654	0	0	0	0	0	0	0	0	0
66566	194	132	301	848	1619	1504	1210	997	1691
665662	0	0	0	0	0	0	0	0	0
665669	0	0	0	0	0	0	0	0	0
66568	8	30	8	8	6	5	3	14	7
665685	0	0	0	0	0	0	0	0	0
665687	0	0	0	0	0	0	0	0	0
665689	3	11	3	5	0	3	1	4	3
66569	33	65	24	10	46	23	61	26	20
66570	2	0	0	13	2	14	5	5	14
665700	1	3	2	0	0	0	0	0	0
665729	0	0	0	0	0	0	0	0	0
66573	0	0	0	0	4	0	0	1	1
665738	0	0	0	0	0	0	0	0	0
665755	0	0	0	0	0	0	0	0	0
66576	334	390	267	301	459	437	280	362	390
665769	0	0	0	0	0	0	0	0	0
665775	180	285	128	188	179	131	163	193	213
66578	38	44	44	31	34	48	29	36	23
665780	0	0	0	0	0	0	0	0	0
665783	0	1	1	1	0	0	0	0	0
665798	0	0	0	0	0	0	0	0	0
66580	114	174	56	45	37	43	41	58	67
665802	0	0	0	0	0	0	0	0	0
665820	0	0	0	0	0	0	0	0	0
665825	0	0	0	0	0	0	0	0	0
665828	1	28	1	1	3	1	7	4	0
66583	199	354	125	57	56	114	120	105	74
665845	0	0	0	0	0	0	0	0	0
665848	0	0	0	0	0	0	0	0	0
66585	54	84	32	39	41	73	59	56	45
66586	77	160	49	41	40	52	61	41	41
66587	124	241	101	74	91	101	97	114	105
66588	162	176	110	104	93	141	143	165	159
66589	0	32	4	1	0	0	0	1	4
665891	0	0	0	0	0	0	0	0	0
665892	0	0	0	0	0	0	0	1	0
66590	259	429	161	134	155	225	156	169	140
665902	0	0	0	0	0	0	0	0	0
665903	1	2	0	1	0	0	0	1	0
66591	43	92	65	39	79	77	59	62	50
66592	47	44	40	36	52	63	58	31	69
665927	0	0	0	0	0	0	0	2	0
665928	0	0	0	0	0	0	0	0	0
66593	119	187	130	92	111	142	135	106	93
665931	0	0	0	0	0	0	0	0	0
665934	0	1	0	0	3	3	0	1	6
66594	415	413	419	571	595	480	537	530	655
665943	0	0	0	0	0	0	0	0	0
66595	26	60	24	11	12	8	11	16	7
665956	0	0	0	0	0	0	0	0	0
66596	130	199	153	104	127	113	134	180	156
665964	5	4	6	4	3	0	0	2	2
66597	13	37	21	7	10	7	10	15	7
665976	0	1	0	0	0	0	0	0	0
66598	19	32	16	8	12	13	12	16	2
665981	0	0	0	0	0	0	0	0	0
66599	26	34	45	60	51	32	41	35	57
665992	0	0	0	0	0	0	0	0	0
665998	0	0	0	0	0	0	0	0	0
666002	0	0	0	0	0	0	0	0	0
666009	0	0	0	0	0	0	0	0	0
66601	0	0	0	0	0	0	0	3	0
66602	11	13	2	13	13	12	28	18	14
666028	0	0	0	0	0	0	0	0	0
66603	15	30	13	15	8	15	11	25	6
666038	0	0	0	1	0	0	0	0	0
666040	0	0	0	0	0	0	0	0	0
666043	0	1	1	0	0	0	0	0	0
666048	0	0	0	0	0	1	0	0	0
666049	0	0	0	0	0	0	0	0	0
66605	0	0	0	0	0	0	0	0	0
66606	37	75	34	24	40	42	27	42	36
666060	0	2	0	0	0	0	0	0	0
66607	0	1	0	0	1	0	0	0	0
666077	0	0	0	0	0	0	0	0	0
666085	0	0	0	0	0	0	0	0	0
66609	52	44	43	40	36	46	47	36	42
666096	0	0	0	0	0	0	0	0	0
66610	848	842	1184	1812	2296	2509	1567	2127	2426
666105	0	0	0	0	0	0	0	0	0
666107	0	0	0	0	0	0	0	0	0
66611	7	3	2	3	4	6	3	1	11
66612	53	109	63	80	143	127	120	67	102
666122	0	0	0	0	0	0	0	0	0
666133	0	0	0	0	0	0	0	0	0
666135	0	0	0	0	0	0	0	0	0
66614	176	242	87	47	67	71	99	80	37
666145	0	0	0	0	0	0	0	0	0
66615	75	193	115	83	129	136	141	99	104
666151	0	0	0	0	0	0	0	0	0
66616	2	10	5	7	8	3	9	3	7
666161	0	0	0	0	0	0	0	0	0
666168	0	0	0	0	0	0	0	0	0
666169	0	0	0	0	0	0	0	0	0
66617	162	214	126	55	72	65	82	51	58
666170	4	2	0	1	2	0	0	2	1
666173	55	77	57	46	77	47	68	63	65
66618	114	162	80	45	105	105	70	70	100
666184	0	0	0	0	0	0	0	0	0
666185	0	0	0	0	0	0	0	0	0
666186	0	0	0	0	0	0	0	0	0
666187	0	0	0	0	0	0	0	0	0
666190	0	0	0	0	0	0	0	0	0
666202	0	0	0	0	0	0	0	0	0
666203	0	0	0	0	0	0	0	0	0
666207	0	0	0	0	0	0	0	0	0
666209	0	0	0	0	0	0	0	0	0
666211	1	8	2	2	1	5	4	2	1
666214	0	0	0	0	0	0	0	0	0
66622	71	112	60	75	47	86	71	85	76
666233	0	0	0	0	0	0	0	0	0
66624	360	404	275	337	695	758	796	542	581
666244	1	0	1	0	0	0	1	3	2
66625	164	269	106	222	330	208	290	271	297
666253	0	0	0	0	0	0	0	0	0
666257	0	0	0	1	0	0	0	0	0
666259	0	0	0	0	0	0	0	0	0
66626	97	179	120	76	99	125	83	100	115
66627	57	75	67	68	59	69	70	66	66
666272	0	0	0	0	0	0	0	0	0
666279	0	0	0	0	0	0	0	0	0
66628	0	0	0	1	0	1	1	2	1
66629	58	80	52	24	53	50	38	36	43
666295	21	62	22	15	37	28	36	31	45
666298	0	0	0	0	0	0	0	0	0
66631	79	118	51	77	124	131	101	84	91
666311	0	1	0	2	0	0	0	0	0
666317	0	0	0	0	0	0	0	0	0
66632	45	77	46	43	39	33	25	53	52
666329	0	0	0	0	0	0	0	0	0
666331	0	0	0	0	0	0	0	0	0
666339	0	0	0	0	0	0	0	0	0
66634	8	4	1	12	21	22	7	22	15
666348	0	0	0	0	0	0	0	0	0
666351	0	0	0	0	0	0	0	0	0
66637	30	67	39	62	54	70	48	70	66
666372	1	0	0	0	1	0	1	0	0
666376	0	0	0	0	0	0	0	0	0
666377	1	2	0	0	0	0	0	0	0
666385	0	0	0	0	0	0	0	0	0
666390	0	0	0	0	0	3	1	0	1
66641	32	60	36	17	23	35	30	61	53
66642	102	190	91	49	80	90	79	50	100
666420	0	0	0	0	0	0	0	0	0
666422	0	0	0	0	0	0	0	0	0
66643	7	3	0	2	2	1	2	3	3
666445	0	0	0	0	0	0	0	0	0
666448	3	12	13	2	4	3	3	8	13
66645	42	90	55	47	56	50	35	51	29
66646	32	45	30	39	26	27	17	27	39
666468	15	36	14	5	23	17	12	11	26
66647	89	124	84	90	99	140	116	111	105
666474	0	0	0	0	0	0	0	0	0
66648	23	49	42	28	30	32	28	39	49
666485	0	0	0	0	0	0	0	0	0
666498	0	0	0	0	0	0	0	0	0
66650	0	0	0	0	0	0	0	0	0
666501	0	0	0	0	0	1	0	1	1
666502	0	0	0	0	0	0	0	0	0
666504	0	0	0	1	0	0	0	0	4
666513	0	0	1	1	0	0	0	0	0
666514	0	0	0	0	0	0	0	0	0
666528	0	0	0	0	0	0	0	2	5
66653	21	65	22	24	14	9	14	13	26
666532	38	66	31	48	55	48	44	57	54
66654	0	0	0	0	0	0	0	0	0
666540	2	1	4	3	1	5	4	3	4
666548	3	3	0	0	0	2	3	2	1
666549	0	0	0	0	0	2	0	0	0
66656	533	571	330	356	415	311	332	361	475
666561	0	0	0	0	0	0	0	0	0
666574	0	0	0	0	0	0	0	0	0
66658	20	34	25	34	50	42	44	39	46
666589	0	0	0	0	0	0	0	0	0
66659	76	96	41	75	132	179	193	114	120
66660	334	472	154	170	191	198	286	260	207
66661	236	356	195	156	235	191	196	224	216
66662	1	1	1	0	5	0	3	4	3
66663	172	209	111	171	244	232	315	262	250
666634	11	10	7	20	11	13	21	22	15
66664	57	75	52	35	66	62	78	49	91
666642	0	3	0	0	2	1	0	1	0
666646	30	39	16	19	32	40	18	14	29
666647	0	0	0	0	0	0	0	0	0
666648	0	1	0	0	4	1	1	2	1
66665	0	0	0	0	0	0	0	0	0
666660	0	0	0	0	0	0	0	0	0
666661	0	0	0	0	0	0	0	1	0
666668	2	5	0	0	0	0	0	2	0
66667	19	24	26	26	42	36	26	28	47
666675	0	0	0	0	0	0	0	0	0
666678	0	0	0	0	0	0	0	0	0
666680	0	2	0	0	0	0	0	0	0
666693	13	7	11	9	9	8	13	9	2
666704	62	42	80	129	131	125	94	92	122
666706	0	0	0	0	0	0	0	0	0
66671	83	128	74	44	90	76	101	72	66
666723	0	0	0	0	0	0	0	0	0
66673	0	2	0	0	0	0	0	0	0
666731	0	0	0	0	0	0	0	0	0
666737	5	0	2	0	1	3	4	7	2
666738	0	0	0	1	0	0	0	0	0
66674	53	167	62	15	27	6	30	34	37
666744	0	0	0	0	0	0	0	0	0
666747	0	0	0	0	0	0	0	0	0
666750	0	0	0	0	1	0	0	0	0
666752	8	21	10	8	15	6	6	13	9
66676	301	413	262	319	370	222	362	296	278
666765	0	0	0	0	0	0	0	0	0
666772	0	0	0	0	0	0	0	0	0
666777	0	0	0	0	0	0	0	0	0
66679	177	275	142	111	150	119	139	129	132
666790	0	0	0	0	6	0	0	0	0
666794	0	0	0	0	0	0	0	0	0
66680	5	4	4	3	1	5	4	4	5
666800	0	0	0	0	0	0	0	0	0
666803	0	0	0	0	0	0	0	0	0
666806	0	0	0	0	0	0	0	0	0
66681	25	33	20	30	21	47	28	30	26
66682	341	538	283	144	125	149	160	142	198
666834	0	0	1	1	1	0	1	0	1
66684	48	72	43	22	72	54	48	54	66
666842	0	0	0	0	0	0	0	0	0
66686	1	4	0	1	0	1	0	0	0
666862	0	0	0	0	0	0	0	0	0
66687	81	101	108	47	71	28	61	74	72
66689	11	27	8	24	32	15	20	18	18
666890	0	0	0	0	0	0	0	0	0
666899	8	7	4	5	6	4	2	6	16
66690	62	101	32	28	36	41	40	38	39
666907	13	12	3	3	0	5	7	6	3
66691	177	302	156	204	267	247	365	358	272
666914	0	0	0	0	0	0	0	0	0
666918	0	0	0	0	0	0	0	0	0
666919	0	0	0	0	0	0	0	0	0
666921	0	0	0	0	0	0	0	0	0
666926	15	79	24	4	5	7	13	4	3
666927	0	0	0	0	0	0	0	0	0
666931	0	0	0	0	0	0	0	0	0
666938	0	1	0	0	0	3	0	0	0
66694	335	463	223	189	314	291	306	324	319
666945	2	5	0	4	4	3	1	2	0
66695	0	0	0	0	0	0	0	0	0
666955	0	0	0	0	0	0	0	1	0
66696	0	0	0	0	0	0	0	0	0
66700	133	234	142	144	161	150	191	186	172
66701	25	48	29	13	54	39	23	25	26
667013	0	0	0	0	0	0	0	0	0
667034	9	1	16	5	12	10	5	5	6
667035	120	148	74	58	83	63	77	78	80
66704	8	11	2	12	13	14	7	15	15
66705	10	32	23	28	36	28	48	42	23
667055	0	0	0	0	0	0	0	0	0
66706	99	67	76	74	148	96	93	115	107
667060	0	0	0	0	0	0	0	0	0
667062	0	0	0	0	0	0	0	1	1
667063	0	0	0	0	0	0	0	0	0
667067	0	0	0	0	0	0	0	0	0
667069	0	0	0	0	0	0	0	0	0
66707	16	15	17	7	15	4	8	15	9
66708	0	0	0	0	0	0	0	0	0
66709	0	0	0	0	0	0	1	0	0
667090	34	13	17	14	18	13	9	28	30
667094	0	0	0	0	0	0	0	0	0
667102	0	0	0	0	0	0	0	0	0
667103	2	0	2	3	1	1	0	1	2
66711	142	289	137	61	89	141	96	130	87
667114	0	0	0	0	4	0	0	0	0
667118	27	58	13	20	30	6	30	38	8
66712	0	0	0	0	0	0	0	0	0
667127	0	0	0	0	0	0	0	0	0
667129	0	0	0	0	0	0	0	0	0
66713	631	801	413	461	483	410	460	510	490
667135	0	0	0	0	0	0	0	0	0
66714	34	59	49	13	27	26	23	34	18
667148	0	0	1	0	0	0	1	0	1
66715	0	1	0	0	3	0	0	0	0
66716	0	0	0	0	0	0	0	0	0
66717	1	0	1	0	2	0	0	0	0
667180	0	0	0	0	0	0	0	0	0
66719	0	0	0	0	0	0	0	0	1
667199	0	0	0	0	0	0	0	0	0
66720	0	1	0	0	2	0	0	0	0
667203	1	0	0	0	0	0	0	0	0
667213	0	0	1	0	0	1	0	0	0
667214	6	3	2	4	5	1	1	2	0
667215	0	0	0	0	0	0	0	0	0
66722	0	0	0	0	0	0	0	0	0
667230	2	0	0	1	0	0	0	1	3
66724	23	43	12	20	9	4	8	14	24
667240	0	0	0	0	0	0	0	0	0
66725	0	0	0	0	0	1	0	1	0
667250	1	0	0	1	1	2	1	1	2
667253	0	1	0	0	0	0	0	0	2
667256	0	0	0	0	0	0	0	0	0
667259	0	0	0	0	0	0	0	0	0
667262	0	0	0	0	0	0	0	0	0
667268	0	0	0	0	0	0	0	0	0
66727	1	1	0	0	0	0	0	0	0
667271	0	0	0	0	0	0	0	0	0
667273	0	0	0	0	0	0	0	0	0
667276	0	0	0	0	0	0	0	0	0
667277	0	0	0	0	0	0	0	0	0
667281	0	2	0	0	0	0	0	0	0
667284	0	0	0	0	0	0	0	0	0
66729	0	2	0	0	0	0	0	0	0
667292	0	0	0	0	0	0	0	0	0
667296	0	0	0	0	0	0	0	0	0
66730	8	4	1	4	8	4	3	5	4
667307	0	0	0	0	0	0	0	0	0
66732	0	0	0	0	0	0	0	0	0
66733	1	0	0	0	0	0	0	0	0
667331	0	0	0	0	0	0	3	0	0
667335	0	0	0	0	0	0	0	0	0
667338	0	1	0	0	0	0	0	0	0
66734	49	114	119	80	83	66	47	75	109
667350	0	0	0	0	0	0	0	0	1
66736	95	96	76	69	102	51	77	89	96
667370	12	44	4	52	12	58	9	41	30
667373	0	11	4	33	8	17	7	13	43
667379	0	0	0	0	0	0	0	0	0
667384	0	0	0	0	0	0	0	0	0
667387	0	0	0	0	0	0	0	0	0
66740	0	0	0	0	0	0	0	0	0
667404	0	0	0	0	0	0	0	0	0
667410	2	2	1	2	9	4	1	9	4
667414	4	7	0	0	6	1	3	1	2
66742	0	0	0	0	0	0	0	0	0
667421	0	0	0	0	0	0	0	0	0
667422	22	26	19	15	18	13	15	12	16
66743	292	596	353	207	215	294	216	221	318
667435	0	0	0	0	0	0	0	0	0
667438	0	0	0	0	0	0	0	0	0
667441	0	0	0	0	0	0	0	0	0
667444	0	0	0	0	0	0	0	0	0
667449	0	0	0	0	0	0	0	0	0
66745	0	0	0	0	0	0	0	0	0
667464	0	0	0	0	0	0	0	0	0
667469	0	0	0	0	0	0	0	0	0
66747	0	0	0	0	0	0	0	0	0
667472	0	0	0	0	0	0	0	0	0
667476	0	0	0	0	0	0	0	0	0
66748	0	8	0	0	1	0	0	0	0
